ecoregion,scientific_name,common_name,class,conservation_status,habitat_type,image_url,attribution,description
Arctic Terrestrial,Polar cod,Polar cod,ACTINOPTERYGII,LC,Sea ice waters,https://upload.wikimedia.org/wikipedia/commons/7/74/Boreogadus_saida.jpg,Wikimedia Commons,"Boreogadus saida, known as the polar cod or as the Arctic cod, is a fish of the cod family Gadidae, related to the true cod. Another fish species for which both the common names Arctic cod and polar cod are used is Arctogadus glacialis."
Arctic Terrestrial,Capelin,Capelin,ACTINOPTERYGII,LC,Coastal waters,https://upload.wikimedia.org/wikipedia/commons/c/cb/Mallotus_villosus.gif,Wikimedia Commons,"The capelin or caplin is a small forage fish of the smelt family found in the North Atlantic, North Pacific and Arctic oceans. In summer, it grazes on dense swarms of plankton at the edge of the ice shelf. Larger capelin also eat a great deal of krill and other crustaceans. Among others, whales, seals, Atlantic cod, Atlantic mackerel, squid and seabirds prey on capelin, in particular during the spawning season while the capelin migrate south. Capelin spawn on sand and gravel bottoms or sandy beaches at the age of two to six years. When spawning on beaches, capelin have an extremely high post-spawning mortality rate which, for males, is close to 100%.
Males reach 20 cm (8 in) in length, while females are up to 25.2 cm (10 in) long. They are olive-coloured dorsally, shading to silver on sides. Males have a translucent ridge on both sides of their bodies. The ventral aspects of the males iridesce reddish at the time of spawn."
Arctic Terrestrial,Snow goose,Snow goose,AVES,LC,Coastal tundra,https://upload.wikimedia.org/wikipedia/commons/1/1f/Snow_goose_in_Central_Park_%2833138%29.jpg,Wikimedia Commons,"The snow goose is a species of goose native to North America. Both white and dark morphs exist, the latter often known as blue goose. Its name derives from the typically white plumage. The species was previously placed in the genus Chen, but is now typically included in the ""gray goose"" genus Anser."
Arctic Terrestrial,Brent goose,Brent goose,AVES,LC,Coastal tundra,https://upload.wikimedia.org/wikipedia/commons/2/26/Atlantic_Brant_Fly-By_Wiki.png,Wikimedia Commons,"The brant or brent goose is a small goose of the genus Branta. There are three subspecies, all of which winter along temperate-zone sea-coasts and breed on the high-Arctic tundra."
Arctic Terrestrial,King eider,King eider,AVES,LC,Coastal lagoons,https://upload.wikimedia.org/wikipedia/commons/8/86/King_Eider_%28Somateria_spectabilis%29_%2813667616745%29.jpg,Wikimedia Commons,"The king eider is a large sea duck that breeds along Northern Hemisphere Arctic coasts of northeast Europe, North America and Asia. The birds spend most of the year in coastal marine ecosystems at high latitudes, and migrate to Arctic tundra to breed in June and July. They lay four to seven eggs in a scrape on the ground lined with grass and down."
Arctic Terrestrial,Common eider,Common eider,AVES,LC,Coastal lagoons,https://upload.wikimedia.org/wikipedia/commons/1/15/%D0%9F%D1%83%D1%85%D1%96%D0%B2%D0%BA%D0%B0_%D0%BD%D0%B0_%D0%9A%D1%96%D0%BD%D0%B1%D1%83%D1%80%D0%BD%D1%81%D1%8C%D0%BA%D1%96%D0%B9_%D0%BA%D0%BE%D1%81%D1%96.jpg,Wikimedia Commons,"The common eider, also called St. Cuthbert's duck or Cuddy's duck, is a large sea-duck that is distributed over the northern coasts of Europe, North America and eastern Siberia. It breeds in Arctic and some northern temperate regions, but winters somewhat farther south in temperate zones, when it can form large flocks on coastal waters. It can fly at speeds up to 113 km/h (70 mph)."
Arctic Terrestrial,Ivory gull,Ivory gull,AVES,NT,Sea ice,https://upload.wikimedia.org/wikipedia/commons/b/b3/Pagophila_eburnea4.jpg,Wikimedia Commons,"The ivory gull is a small gull, the only species in the genus Pagophila. It is a resident breeding bird in the high Arctic and has a circumpolar distribution through Greenland, northernmost North America, and Eurasia."
Arctic Terrestrial,Lapland longspur,Lapland longspur,AVES,LC,Arctic tundra,https://upload.wikimedia.org/wikipedia/commons/6/61/Lapland_Longspur_-_Calcarius_lapponicus_-_Sportittlingur_1.jpg,Wikimedia Commons,"The Lapland longspur, also known as the Lapland bunting, is a passerine bird in the longspur family Calcariidae, a group separated by most modern authors from the Fringillidae."
Arctic Terrestrial,Norway lemming,Norway lemming,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/e/ef/Tunturisopuli_Lemmus_Lemmus.jpg,Wikimedia Commons,"The Norway lemming, also known as the Norwegian lemming is a common species of lemming found in northern Fennoscandia, where it is the only vertebrate species endemic to the region. The Norway lemming dwells in tundra and fells, and prefers to live near water. Adults feed primarily on sedges, grasses and moss. They are active at both day and night, alternating naps with periods of activity."
Arctic Terrestrial,Collared lemming,Collared lemming,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/f/f2/Reise_in_den_%C3%A4ussersten_Norden_und_Osten_Sibiriens_w%C3%A4hrend_der_Jahre_1843_und_1844_mit_Allerh%C3%B6chster_Genehmigung_auf_Veranstaltung_der_Kaiserlichen_Akademie_der_Wissenschaften_zu_St._Petersburg_%28Taf._IV%29_%286760292351%29.jpg,Wikimedia Commons,"Dicrostonyx is a genus of rodent in the family Cricetidae. It contains the collared lemmings or varying lemmings. They are the only North American rodents that turn completely white in winter.
It contains the following species:Northern collared lemming 
Ungava collared lemming 
Nelson's collared lemming 
Ogilvie Mountains collared lemming 
Richardson's collared lemming 
Arctic lemming 
Unalaska collared lemming "
Arctic Terrestrial,Wolverine,Wolverine,MAMMALIA,NT,Tundra and boreal forest,https://upload.wikimedia.org/wikipedia/commons/0/0a/Gulo_gulo_2.jpg,Wikimedia Commons,"The wolverine, also called the carcajou or quickhatch, is the largest land-dwelling member of the family Mustelidae. It is a muscular carnivore and a solitary animal. The wolverine has a reputation for ferocity and strength out of proportion to its size, with the documented ability to kill prey many times larger than itself."
Arctic Terrestrial,Arctic ground squirrel,Arctic ground squirrel,MAMMALIA,LC,Tundra meadows,https://upload.wikimedia.org/wikipedia/commons/4/4a/Spermophilus_parryii_%28eating_mushroom%29.jpg,Wikimedia Commons,"The Arctic ground squirrel is a species of ground squirrel in the squirrel family Sciuridae that is native to the Arctic and Subarctic regions of the Northern Hemisphere, mainly in North America and Asia. For some people in Alaska, particularly around the Aleutian Islands, the rodents are known as ""parka"" squirrels, likely due to their pelts being used for the ruff on parkas and other cold-weather clothing."
Arctic Terrestrial,Least weasel,Least weasel,MAMMALIA,LC,Tundra,https://upload.wikimedia.org/wikipedia/commons/e/e3/Mustela_nivalis_-British_Wildlife_Centre-4.jpg,Wikimedia Commons,"The least weasel, little weasel, common weasel, or simply weasel is the smallest member of the genus Mustela, family Mustelidae and order Carnivora. It is native to Eurasia, North America and North Africa, and has been introduced to New Zealand, Malta, Crete, the Azores, and São Tomé. It is classified as least concern by the IUCN, due to its wide distribution and large population throughout the Northern Hemisphere. Eighteen subspecies are recognised."
Arctic Terrestrial,Snow bunting,Snow bunting,AVES,LC,Arctic tundra,https://upload.wikimedia.org/wikipedia/commons/5/57/Snow_Bunting_%28Plectrophenax_nivalis%29%2C_Thule%2C_Greenland_1.jpg,Wikimedia Commons,"The snow bunting is a passerine bird in the family Calcariidae. It is an Arctic specialist, with a circumpolar Arctic breeding range throughout the northern hemisphere. There are small isolated populations on a few high mountain tops south of the Arctic region, including the Cairngorms in central Scotland and the Saint Elias Mountains on the southern Alaska-Yukon border, as well as the Cape Breton Highlands. The snow bunting is the most northerly recorded passerine in the world."
Arctic Terrestrial,Purple saxifrage,Purple saxifrage,MAGNOLIOPSIDA,LC,Rocky tundra,https://upload.wikimedia.org/wikipedia/commons/a/ae/Purpsaxifrage2.jpg,Wikimedia Commons,"Saxifraga oppositifolia, the purple saxifrage or purple mountain saxifrage, is a species of plant that is very common in the high Arctic and also some high mountainous areas further south, including northern Britain, the Alps and the Rocky Mountains."
Arctic Terrestrial,Arctic poppy,Arctic poppy,MAGNOLIOPSIDA,LC,Tundra slopes,https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg,Wikimedia Commons,Arctic poppy is a common name which may refer to the following Papaver species:
Arctic Terrestrial,Bearberry,Bearberry,MAGNOLIOPSIDA,LC,Heath tundra,https://upload.wikimedia.org/wikipedia/commons/9/95/Arctostaphylos-uva-ursi.JPG,Wikimedia Commons,"Bearberries are dwarf shrubs in the genus Arctostaphylos, especially the species A. uva-ursi, A. alpina, and A. rubra. Unlike most other species of Arctostaphylos, they are adapted to Arctic, subarctic, and alpine/subalpine climates and have a circumpolar distribution in northern North America, Asia and Europe."
Arctic Terrestrial,Dryas octopetala,Mountain avens,MAGNOLIOPSIDA,LC,Rocky tundra,https://upload.wikimedia.org/wikipedia/commons/b/b0/Dryas_octopetala_LC0327.jpg,Wikimedia Commons,"Dryas octopetala, the mountain avens, eightpetal mountain-avens, white dryas or white dryad, is an Arctic–alpine flowering plant in the family Rosaceae. It is a small prostrate evergreen subshrub forming large colonies. The specific epithet octopetala derives from Greek octo 'eight' and petalon 'petal', referring to the eight petals of the flower, an unusual number in the Rosaceae, where five is the normal number. However, flowers with up to 16 petals also occur naturally."
